ref,nama,alamat,kota,provinsi
idn-132,Gudang Botol,"JL. Raya Pemda Sukahati no 143 Cibinong, Kabupaten Bogor, Jawa Barat",Kabupaten Bogor,Jawa Barat
idn-133,PT. Findotek,"Ruko Notredame Blok G No. 19, Kota Deltamas, Cikarang Pusat, Bekasi 17530, Kabupaten Bekasi, Jawa Barat",Kabupaten Bekasi,Jawa Barat
idn-134,PT. Edpack Karunia Persada,"Jl. Irigasi Komplek Edpack Persada No. 1, RT. 002, RW. 003, Ciranji Barat, Ragemanunggal, Kec. Setu, Kab. Bekasi, Jawa Barat, 17320, Kabupaten Bekasi, Jawa Barat",Kabupaten Bekasi,Jawa Barat
idn-135,CV. Danish Mega Engineering,"Jl. Abah Enjum, Perumahan Green Rahayu 2 B11 No. 19, Setu- Bekasi, Kabupaten Bekasi, Jawa Barat",Kabupaten Bekasi,Jawa Barat
idn-136,PT. Phase Delta Control,"Rungkut Megah Raya Blok E-21, Jl. Raya Kalirungkut No.5, Kali Rungkut, Kec. Rungkut, Surabaya, Jawa Timur 60293, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-137,PT. Nobel Bangun Perkasa,"(Kantor Pusat) Jl. Simo Hilir Timur Raya 3C, No.4, Sukomanunggal, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-138,Zulindo Jaya Mandiri,"JL. Condrokusumo Raya No. 21-D, Kel. Bongsari, Kec. Semarang Barat, Kota Semarang, Jawa Tengah",Kota Semarang,Jawa Tengah
idn-139,PT. Denko Wahana Sakti Sidoarjo,"Kawasan & Industri Ragam Jemundo Taman Sidoarjo, Jawa Timur Indonesia., Kabupaten Sidoarjo, Jawa Timur",Kabupaten Sidoarjo,Jawa Timur
idn-140,ANEKA DAYA INDONESIA,"Jalan Matematika IV No 28 Kel Jatikramat Kec Jatiasih, Kabupaten Bekasi, Jawa Barat",Kabupaten Bekasi,Jawa Barat
idn-141,Dian Raya Printing and Packaging,"JL. Raya Medayu Utara No. 82, Kel. Medokan Ayu, Kec. Rungkut, 60295, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-142,Pusat Kebutuhan Industri,"Surabaya - Sidoarjo, Kabupaten Sidoarjo, Jawa Timur",Kabupaten Sidoarjo,Jawa Timur
idn-143,CV. Orient Tech,"rungkut barata VI no 26, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-144,CV. Lemah Gemilang 58,"📍 Head Office Sukun, Kota Malang, Jawa Timur 📍 Quarry Desa Linggo, Kecamatan Kejayan, Kabupaten Pasuruan, Jawa Timur 📍Workshop Desa Linggo, Kecamatan Kejayan, Kabupaten Pasuruan, Jawa Timur, Kabupaten Pasuruan, Jawa Timur",Kabupaten Pasuruan,Jawa Timur
idn-145,CV. Mitra Pancar Abadi,"Ruko Aster Block C/26 Jl. Boulevard Raya Grand Depok City, 16412, Kota Depok, Jawa Barat",Kota Depok,Jawa Barat
idn-146,PT. Mitra Batavia Semesta,"Jl. Kp. Banjaran Pucung No. 171, RT. 02, RW. 05 Kel. Cilangkap, Kec. Tapos, 16458, Kota Depok, Jawa Barat",Kota Depok,Jawa Barat
idn-147,PT. MEGA CHEMICAL PRATAMA,"Jl. Raya Cikarang-Cibarusah KM 1 no. 18 Ds Sukamanah Jonggol, Kabupaten Bogor, Jawa Barat",Kabupaten Bogor,Jawa Barat
idn-148,CV. Saut Jaya Environment,"Jl Taman Menyanggong Asri 30 - Kletek, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-149,Ramli Brother,"Jl. Ramin Raya No.78, Depok, Kota Depok, Jawa Barat",Kota Depok,Jawa Barat
idn-150,Karya Utama Jayateknik,"JL. Raya Kota Legenda No. 78, Kel. Grandwisata, Kec. Tambun Selatan, 17510, Kabupaten Bekasi, Jawa Barat",Kabupaten Bekasi,Jawa Barat
idn-151,PT. Junindo Karya Logistik,"Jalan Swadaya (sumur kobak) No. 303 Rt 03/011, Tipar, Kelurahan Mekarsari, Kecamatan Cimanggis, Kota Depok, Jawa Barat",Kota Depok,Jawa Barat
idn-152,CV. MEDIATAMA JARINGAN NUSANTARA,"Jalan Raya Hankam No 159E Jatirahayu - Pondok Makmur / Pondok GedeBekasi, Kabupaten Bekasi, Jawa Barat",Kabupaten Bekasi,Jawa Barat
idn-153,LARISSA TECHNOLOGY,"Ruko Kawasan Niaga Citra Grand Blok R7 No.30 Jln. Raya Alternatif Cibubur KM. 4, Cibubur 17435, Kota Bekasi, Jawa Barat",Kota Bekasi,Jawa Barat
idn-154,PT. Sentra Sinar Dinamika,"Komp. Alam Pesona Blok L36 Sidorejo, Krian, Kabupaten Sidoarjo, Jawa Timur",Kabupaten Sidoarjo,Jawa Timur
idn-155,CV. Belisafety Sukses Sejati,"Jl. Bintara X No.21, Bintara, Kec. Bekasi Barat, Kota Bekasi, Jawa Barat",Kota Bekasi,Jawa Barat
idn-156,CV. Lewi Manunggal,"Jl. Jemur Andayani VI/11, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-157,Pusat Mesin Las,"Pondok Citra Eksecutif , Jl. Kendalsari Selatan, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-158,PT. Permata Negeri Indonesia,"Jl. Raya Deandles KM 30 No. 99, Wadeng, Sidayu - 61153, Kabupaten Gresik, Jawa Timur",Kabupaten Gresik,Jawa Timur
idn-159,PT. Borneo Iban Jaya Perkasa,"Jl. Ngingas Selatan No. 29 RT. 002, RW. 001, Ngingas Waru - 61256, Kabupaten Sidoarjo, Jawa Timur",Kabupaten Sidoarjo,Jawa Timur
idn-160,PT. Mekar Jaya Technic,"Griyo Pabean II B/35 Pabean-Sedati, Jawa Timur",,Jawa Timur
idn-161,Energi Api Engineering,"Mutiara kebonagung Blok G-17 Kec. Sukodno, Kabupaten Sidoarjo, Jawa Timur",Kabupaten Sidoarjo,Jawa Timur
idn-162,KMP Teknik,"Jl. Ruby VII No. 15 PPS Suci - Manyar - Gresik - Jawa Timur- Indonesia 61151 Telp. (031) 3957580, 081331143246, 085108309088 Fax. (031) 3957580 HP/WA. 081331143246 E- Mail : [email protected] Website : www.kharismamegaperkasa.com, Kabupaten Gresik, Jawa Timur",Kabupaten Gresik,Jawa Timur
idn-163,Teh Rosellaku,"Surabaya, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-164,PT. Mitra Jaya Supplindo,"Perumnas Bumi Teluk Jambe Blok J no. 332RT 02 RW 08, Desa Sukaluyu, Ke Teluk Jambe TimurKarawang – Jawa Barat Indonesia 41361, Kabupaten Karawang, Jawa Barat",Kabupaten Karawang,Jawa Barat
idn-165,PT. Lintas Virtual Globalindo,"Komplek Ruko Mutiara Bekasi Center Blok B10 No. 1, Kota Bekasi, Jawa Barat",Kota Bekasi,Jawa Barat
idn-166,PT. Hexachem Indonesia,"Kawasan Industri Jababeka Jl. Jababeka 2 Blok C No. 11 C, 17550, Kabupaten Bekasi, Jawa Barat",Kabupaten Bekasi,Jawa Barat
idn-167,UD. Dua Sriti,"Karanggayam Gg. 1 No. 1, kel. Pucanganom, Kabupaten Sidoarjo, Jawa Timur, 61217, Kabupaten Sidoarjo, Jawa Timur",Kabupaten Sidoarjo,Jawa Timur
idn-168,CV. Tiga Pilar Internusa,"Komplek Casa Merabella Jl. Lestari Blok B No 3A, Gandul, Cinere, Kota Depok, Jawa Barat",Kota Depok,Jawa Barat
idn-169,Pabrik Besi Surabaya,"Surabaya, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-170,CV. Fortuna Argatech,"Workshop : PERUMNAS 1, Jl Gurame 1 No 353 RT07 / RW03 Kayuringin Jaya. Bekasi Selatan, Kota Bekasi Jawa Barat 17144, Kota Bekasi, Jawa Barat",Kota Bekasi,Jawa Barat
idn-171,PT. Sinar Surya Abadi Sejahtera,"Jl. Karet No. 75 Kav. 2 Bongkaran, Cantikan (Samping Depot HONGKONG), Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-172,PT. Hasta Karya Teknik,"Jl. Raya Selang Jati No. 56, RT. 03, RW. 03, Kampung Selang Jati, Ds. Wanajaya, Kec. Cibitung, Kabupaten Bekasi, Jawa Barat",Kabupaten Bekasi,Jawa Barat
idn-173,PT. Karya Kerinci Seblat,"Jl. Rawa Jeler No. 68 Desa Bojong Kelapa Nunggal, 16830, Kabupaten Bogor, Jawa Barat",Kabupaten Bogor,Jawa Barat
idn-174,PT. Changdong Indonesia Utama,"JL. Gondang No.13 RT001/RW010 Kel.Mustika Jaya Kec Mustika Jaya Kota Bekasi - Jawa Barat, Kota Bekasi, Jawa Barat",Kota Bekasi,Jawa Barat
idn-175,PT. Agro Cemerlang Plasindo,"Jl.Perak timur No.228, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-176,PT. Manshurin Mulia Sinergitama,"JL. WR. Supratman, RT. 02, RW. 06, Kel. Cimuning, Kec. Mustika Jaya, 17155, Kota Bekasi, Jawa Barat",Kota Bekasi,Jawa Barat
idn-177,CV. PRIMA FILTER,"Kompleks CRV Blok G No 27 Jl. Raya Karanggan Kec. Citeureup, Kabupaten Bogor, Jawa Barat",Kabupaten Bogor,Jawa Barat
idn-178,PT. MITRA UTAMA Lestari Abadi ( mula ),"Ruko Griya Alifa Blok B-2 Jl Pulo Ribung Pekayon - Bekasi, Kota Bekasi, Jawa Barat",Kota Bekasi,Jawa Barat
idn-179,UD. Putra Gunung Srandil,"JL. Celepuk 2 No. 40, RT. 03, RW. 12, Jatimakmur Pondok Gede, 17413, Kabupaten Bekasi, Jawa Barat",Kabupaten Bekasi,Jawa Barat
idn-180,CV. Andalan Makmur Proteksi,"JL.Pedurenan IV Kavling Pertamina No.137. Desa pedurenan Kabupaten Bogor 16340, Kabupaten Bogor, Jawa Barat",Kabupaten Bogor,Jawa Barat
idn-181,CV. Sinar Brahma Rasyid Cilongkrang,"Jl. Sudirman No.131 Karangpawitan, Kab. Garut 44182, Kabupaten Garut, Jawa Barat",Kabupaten Garut,Jawa Barat
idn-182,CV. Pelita Kencana,"Jl. A. Yani 590 Desa Sumber Porong Jawa Timur Indonesia, Kabupaten Malang, Jawa Timur",Kabupaten Malang,Jawa Timur
idn-183,CV. Orientasi Nusantara,"Kampung Cibeber RT.011 RW.05 Desa Cikahuripan, Kecamatan Klapanunggal, Kabupaten Bogor, Kabupaten Bogor, Jawa Barat",Kabupaten Bogor,Jawa Barat
idn-184,CV. Permata Niaga,"Ruko Permata Hijau no 21, Jln Azalea Raya, Taman Lembah Hijau, Kabupaten Bekasi, Jawa Barat",Kabupaten Bekasi,Jawa Barat
idn-185,PT. Selaras Inti Gemilang,"Jl. Raya Pangkal Perjuangan, Kawasan 3 Bisnis Center Blok C3 No.5 Tanjung Pura - Karawang Barat, Kabupaten Karawang, Jawa Barat",Kabupaten Karawang,Jawa Barat
idn-186,CV. ALDANA SEJAHTERA,"Ruko Kawasan Niaga Citra Grand Blok R7 No. 30 Jl. Raya Alternatif Cibubur Km.4, Cibubur 17435, Kota Bekasi, Jawa Barat",Kota Bekasi,Jawa Barat
idn-187,CV. Putra Bazero,"MPS Semarang Ruko Bukit emerald jaya blok D / 5 Meteseh Tembalang Semarang MPS Surabaya Gg. Bhineka E No. 15, Bulak Banteng, Kec. Kenjeran, 60127, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-188,PT. Pratama Logistic System,"JL IKAN DORANG NO 18 SURABAYA-JAWA TIMUR 60177 GREEN GARDEN REGENCY BLOK A2 NO 24, JL DR WAHIDIN SUDIRO HUSODO NO 788, GRESIK 61161, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-189,PT. ZA Group Gresik Rental Crane Indonesia,"Jl. Veteran 11 (Belakang SPBU), 61122, Kabupaten Gresik, Jawa Timur",Kabupaten Gresik,Jawa Timur
idn-190,PT. Colar Creative Industri,"Jl. Gunung Muria No. 6, Krembung - 61275, Kabupaten Sidoarjo, Jawa Timur",Kabupaten Sidoarjo,Jawa Timur
idn-191,CV. Colossal Art Indonesia,"Jl. Gunung Muria No. 6, Krembung - 61275, Kabupaten Sidoarjo, Jawa Timur",Kabupaten Sidoarjo,Jawa Timur
idn-192,PT. Anugerah Atlantik,"Ruko Valencia Blok AC No. 08 Kelurahan Gemurung Kecamatan Gedangan, Kabupaten Sidoarjo, Jawa Timur",Kabupaten Sidoarjo,Jawa Timur
idn-193,Gaman Shop,"RUKO VALENCIA BLOK AC NO.08 KEL.GEMURUNG KEC.GEDANGAN KAB.SIDOARJO, Kabupaten Sidoarjo, Jawa Timur",Kabupaten Sidoarjo,Jawa Timur
idn-194,PT. Torani Berkah Mandiri,"Perum. Larangan Mega Asri Blok D72, Candi - 61271, Kabupaten Sidoarjo, Jawa Timur",Kabupaten Sidoarjo,Jawa Timur
idn-195,Raja Bantal,"Jl. Raya Surabaya - Malang KM. 52 (Salatan SPBU) Suwayuwo Pandaan Pasuruan, 67161, Kabupaten Pasuruan, Jawa Timur",Kabupaten Pasuruan,Jawa Timur
idn-196,PT. Conindo Parka Cakrawala,"Jl. Ibnu Armah No. 5B, Pangkalan Jati Baru, Depok, Jawa Barat 16513, Kota Depok, Jawa Barat",Kota Depok,Jawa Barat
idn-197,PT. Sanshui Water Asia,"Jl. Raya Siliwangi, RT.001/RW.003, Sepanjang Jaya, Kec. Rawalumbu, Kota Bks, Jawa Barat 17114, Kota Bekasi, Jawa Barat",Kota Bekasi,Jawa Barat
idn-198,Empat Sekawan Marine,"Marketing Office : Perumahan Delta Mandala II No.87, Semambung, Gedangan, Sidoarjo Workshop : Pergudangan Jalan Tambak Sawah No. 38, Waru, Sidoarjo, Kabupaten Sidoarjo, Jawa Timur",Kabupaten Sidoarjo,Jawa Timur
idn-199,CV. Subasita Teknik Utama,"JL. Service No. 52, RT. 02, RW. 03, Kel. Ciketing Udik, Kec. Bantar Gebang, Kota Bekasi, Jawa Barat",Kota Bekasi,Jawa Barat
idn-200,PT. Rajawali Trans Logistic,"📍 Office : Jln. Perak Barat No. 171, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-201,Krisna Mandiri Utama,"KANTOR PUSAT, 📍 Ruko Surya Inti Permata 1 - C7 Jl. HR Muhammad No. 175 - 60217, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-202,CV. Pusaka Sarana Mustika,"Jl. Raya Mastrip Kedurus 43A, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-203,CV. Manunggal Sejahtera,"Puri Surya Jaya Jl. Athena Selatan I, Blok H3 No. 27, Kec. Gedangan, 61254, Kabupaten Sidoarjo, Jawa Timur",Kabupaten Sidoarjo,Jawa Timur
idn-204,CV. Wijaya Sakti,"Kendangsari III YKP Cluster Ivory Residen A-6, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-205,PT. Sarana Teknik Coupling & Motor,"RUKO SENTRA TROPODO BLOK C7, Jln. Raya Tropodo No. 115 Waru, Sidoarjo-Surabaya., Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-206,CV. Moga Jaya Abadi,"Perum Kraton Residence Jl. Raya Lilium Barat No. 79 By Pass Krian, 61262, Kabupaten Sidoarjo, Jawa Timur",Kabupaten Sidoarjo,Jawa Timur
idn-207,PT. Sumber Lancar Cemerlang,"JL. Industri B2 Jeruklegi, Balongbendo, Sidoarjo, Jawa Timur, Indonesia., Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-208,UD. Sukses Makmur,"Jl. Bubakan Raya No.17B, Kabupaten Semarang, Jawa Tengah",Kabupaten Semarang,Jawa Tengah
idn-209,Toko Semarang Teknik,"Jl. Wonodri Sendang Raya No.15 A Semarang 50242, Kabupaten Semarang, Jawa Tengah",Kabupaten Semarang,Jawa Tengah
idn-210,Toko Surabaya Teknik,"Ruko Sentra Tropodo Blok C7, Jl. Raya Tropodo No.115 Waru, Surabaya, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-211,Vinc Merchandise,"Jl. Medayu Utara III No. 8 Medokan Ayu, Rungkut, 60295, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-212,PT. Alma Hasanah Industri,"Perumahan Ar-Raudhah Blok B No. 2, Kel. Sindangmulya, Kec. Cibarusah, Kabupaten Bekasi, Jawa Barat",Kabupaten Bekasi,Jawa Barat
idn-213,PT. Anugerah Santosa Abadi,"Jl. Kutisari Selatan II No. 80 C-D, 60291, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-214,Patra Diesel,"Jl. Bubutan No.130 B, Alun-alun Contong, Kec. Bubutan, Surabaya, Jawa Timur, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-215,Glos - Green Leaves Orchid Salatiga,"Sinoman Tempel III/235, Kota Salatiga, Jawa Tengah",Kota Salatiga,Jawa Tengah
idn-216,Cahyo Utomo Supplier ( Delivery On Time ),"jl. Mayjend Sungkono, Kompleks Wonokitri Indah S-11, Surabaya., Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-217,PT. Niraku Jaya Abadi,"Jl. Medokan Sawah Timur No. 22, Gunung Anyar, Kec. Rungkut, Surabaya, Jawa Timur, 60295, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-218,CV. Akor Teknik Sejahtera,"Raya Gunung Anyar Emas C2 NO. 17, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-219,CV. Karya Sejati,"Jl.taman pondok jati df 17, Sepanjang , Sidoarjo, 61257, 082128909123, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-220,Duta Teknik,"• Branch Office : Jln. Raden Saleh No. 17 B Surabaya, Jawa Timur, Indonesia, , • Phone : 081-334-506-183 (Call or WhatsApp) email: [email protected], Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-221,PT. Cipta Tunas Sentosa,"Jl.Raya Purwodadi No.44, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-222,PT. Aneka Perkasa Masindo,"• Branch Office : Jln. Undaan Wetan 28-T Surabaya, Jawa Timur, Indonesia, , • Phone : 0812-356-6954 (Call or WhatsApp), Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-223,PT. Sean Indonesia,"Head Office : The Taman Dhika Cluster Boulevard BL 8 No. 8 , Jl Kesatrian Buduran - Sidoarjo 61252 Telp: 031 9971 6868, Kabupaten Sidoarjo, Jawa Timur",Kabupaten Sidoarjo,Jawa Timur
idn-224,CV. Jangkar Utama / Jangkar Mas,"• Head Office : Jln. Tidar No. 149, Surabaya, Jawa Timur, Indonesia, , • Branch Office : Jln. Bulu Indah 133-C Denpasar, Bali, Indonesia, , • Phone : 081-8300-054 / 0812-329-7777 (Call or WhatsApp), Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-225,PT. Yanee Sukses Bersama,"Jl. Raya Nganjuk Gondang No. 88, Kedungdowo, 64419, Kabupaten Nganjuk, Jawa Timur",Kabupaten Nganjuk,Jawa Timur
idn-226,PT. Denko Wahana Sakti Bandung,"Kawasan Industri De Prima Terra, Jl. Raya Sapan, RT.01/RW.01, Tegalluar, Bojongsoang, Bandung Regency, Jawa Barat, Kota Bandung, Jawa Barat",Kota Bandung,Jawa Barat
idn-227,PT. Wahana Yasa Teknik (Waytek),"JL. Solor D 120 RT. 12, RW. 10, Kec. Pondok Gede, Kabupaten Bekasi, Jawa Barat",Kabupaten Bekasi,Jawa Barat
idn-228,PT. MIRAI SEKAWAN INDONESIA,"Ruko Simprug Plaza, Jl.Taman Simprug Raya No. 29 Blok A2, Sertajaya, Kec. Cikarang Tim., Kabupaten Bekasi, Jawa Barat, Kabupaten Bekasi, Jawa Barat",Kabupaten Bekasi,Jawa Barat
idn-229,Alam Motor - Jual Beli Mobil Tua,"Jl. H. Bongkeng RT.003/RW.005, Jatiluhur, Kec. Jatiasih, Kota Bekasi, Jawa Barat",Kota Bekasi,Jawa Barat
idn-230,Jasa Layanan Import Singapore CAAP FREIGHT,"Permata Depok Regency Cluster Emerald Blok B7/12 Ratujaya Pancoran Mas - Depok, Kota Depok, Jawa Barat",Kota Depok,Jawa Barat
idn-231,Jasa Layanan Import CAAP CARGO,"Permata Depok Regency Cluster Emerald Blok B7/12 Ratujaya Pancoran Mas - Depok, Kota Depok, Jawa Barat",Kota Depok,Jawa Barat
idn-232,CV. Rizky Putra Mandiri Teknik,"Kp. Pasir Angin RT 02/01 Desa Tajur, Kec Citeureup, Kabupaten Bogor, Jawa Barat",Kabupaten Bogor,Jawa Barat
idn-233,PT. Sinergining Adhi Selaras,"Cinere Terrace Commercial Blok JB-06, JL. Telaga Warna 1, Cinere, Depok, Jawa Barat, 16514, Kota Depok, Jawa Barat",Kota Depok,Jawa Barat
idn-234,PT. Pratama Sains Global,"PERUMAHAN CIMAHi CITY VIEW BLOK A NO.5 , RT 04 RW 012, PADAASIH,CISARUA, KAB.BANDUNG BARAT JAWA BARAT, Kabupaten Bandung Barat, Jawa Barat",Kabupaten Bandung Barat,Jawa Barat
idn-235,PT. PRATAMAEKA BIGCO INDONESIA,"Jl. Greenland II Blok AD-07, Kawasan Industri Greenland I, Kota Delta Mas, Sukamahi, Cikarang Pusat, Bekasi, Jawa Barat, Indonesia, Kabupaten Bekasi, Jawa Barat",Kabupaten Bekasi,Jawa Barat
idn-236,CV. Mitra Sejati Engineering,"Perum. Citra Kota A8 (Depan MIN Kauman Utara Jombang), JL. Abdul Rahman Saleh, Kec. Jombang, Kabupaten Jombang, Jawa Timur",Kabupaten Jombang,Jawa Timur
idn-237,PT. Fatih Gemilang Abadi,"Kav. Kalibader RT. 21/RW.03, Korlap 4, Blok C No. 09, Kel. Kalijaten, Kec. Taman, Kabupaten Sidoarjo, Jawa Timur",Kabupaten Sidoarjo,Jawa Timur
idn-238,Jaya Makmur - Dealer Resmi AC Daikin Bekasi Indonesia,"Jl. RA Kartini No. 89 (Samping Tiki), 17113, Kota Bekasi, Jawa Barat",Kota Bekasi,Jawa Barat
idn-239,Jaya Elektrindo,"Jl. RA Kartini No 89 Kel Margahayu Kec Bekasi TimurBEKASI, Kabupaten Bekasi, Jawa Barat",Kabupaten Bekasi,Jawa Barat
idn-240,CV. Desalitek Innova Teknologi,"Office : , Grand Permata City Blok i8/05, Karang Setia Kec. Karang Bahagia, Cikarang Utara Kab. Bekasi 17530 , , Workshoop : , Jl. Raya Cikarang Sukatani No. 99, Karanganyar, Kec. Karang Bahagia, Cikarang Utara, Kabupaten Bekasi, Jawa Barat",Kabupaten Bekasi,Jawa Barat
idn-241,Sumber Jaya Surabaya,"Jalan Medokan Ayu MA1- H14, Medokan Ayu, Rungkut.- No.telp Marketing : (0823 3549 3766 Kantor), (0822.444.54.123 Fara), (081.369.202.202 Candra), Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-242,CV. Jaya Computer,"Jl. Gendingan-Walikukun KM 1, Gendingan, Widodaren, Kabupaten Ngawi, Jawa Timur",Kabupaten Ngawi,Jawa Timur
idn-243,PT. Permata Sukses Jaya,"Sumarecon Bekasi, Emerald Commercial UF-10 Jl. Boulevard Selatan RT 004/11 Marga Mulya Bekasi Utara 17142 Kota Bekasi Jawa Barat Indonesia, Kota Bekasi, Jawa Barat",Kota Bekasi,Jawa Barat
idn-244,Multi Control Indonesia,"Villa Payung Indah B 27, Kabupaten Semarang, Jawa Tengah",Kabupaten Semarang,Jawa Tengah
idn-245,Changdong Indonesia,"JL. Gondang No.13 RT001/RW010 Kel.Mustika Jaya Kec Mustika Jaya Kota Bekasi - Jawa Barat , Indonesia - 17158, Kota Bekasi, Jawa Barat",Kota Bekasi,Jawa Barat
idn-246,SUKET GADJAH,"Ruko Grand Nusa Indah Blok A1 No. 2 Jl. Grand Nusa Indah Raya, Cileungsi, Bogor, Jawa Barat, Kabupaten Bogor, Jawa Barat",Kabupaten Bogor,Jawa Barat
idn-247,PT. Damases Sejahtera,"Puri Surya Jaya, Cluster Atena H3 No. 27 Kec. Gedangan, Kabupaten Sidoarjo, Jawa Timur",Kabupaten Sidoarjo,Jawa Timur
idn-248,PT. Bcompbiz Digital Teknologi,"JL. Pangeran Sogiri No. 165, Kel. Tanah Baru, Kec. Bogor Utara, 16154, Kota Bogor, Jawa Barat",Kota Bogor,Jawa Barat
idn-249,PT. Wira Sakti Utama,"Jl. Ibnu Armah No. 5B, Pangkalan Jati Baru, Cinere, Kota Depok, Jawa Barat",Kota Depok,Jawa Barat
idn-250,CV. Cahaya Tiga Tunggal,"JL. Brigif VI No. 3, Kedung Aron, Kel. Palur, Kec. Mojolaban, 57554, Kabupaten Sukoharjo, Jawa Tengah",Kabupaten Sukoharjo,Jawa Tengah
idn-251,CV. Floorindo Karya,"Jl. Gudangabang RT. 01, RW. 01, Wangen Polanharjo, 57474, Kabupaten Klaten, Jawa Tengah",Kabupaten Klaten,Jawa Tengah
idn-252,PT. Kiabadi Jaya Fasadindo,"Perum Graha Juanda, JL. Ir. Juanda No. 26 Blok I, Kel. Damarsi, Kec. Buduran, 61252, Kabupaten Sidoarjo, Jawa Timur",Kabupaten Sidoarjo,Jawa Timur
idn-253,CV. Mitra Akbar Sejahtera,"JL. Tambak Osowilangon No. 7 Blok A-1, 60191, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-254,Rimba Raya Bee Farm,"JL. DR. Wahidin No. 8, Kec. Lawang, Kabupaten Malang, Jawa Timur",Kabupaten Malang,Jawa Timur
idn-255,PT. Denko Wahana Sakti,"Kawasan Industri JL. Banjardowo Tengah Blok-C No. 8, Kel. Banjardowo, Kec. Genuk, 50117, Kota Semarang, Jawa Tengah",Kota Semarang,Jawa Tengah
idn-256,PT. Kekal Jaya Mulia,"Ruko Pergudangan Meiko Abadi 7 Blok A No. 20-21, Kel. Jimbaran Wetan, Kec. Wonoayu, 61261, Kabupaten Sidoarjo, Jawa Timur",Kabupaten Sidoarjo,Jawa Timur
idn-257,Pegasus Hikari,"Surabaya, Kota Surabaya, Jawa Timur",Kota Surabaya,Jawa Timur
idn-258,CV. Surya Sukses Berkah,"JL. Mutiara Regency A1-36, Kel. Jati, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur",Kabupaten Sidoarjo,Jawa Timur
idn-259,CV. Cahaya Api Karunia,"Jl. CokroHadiwinoto RT 014 RW 004, Desa Klurak, Candi, Kabupaten Sidoarjo, Jawa Timur",Kabupaten Sidoarjo,Jawa Timur
idn-260,CV. Mitra Sejati Citramakmur,"Ruko Sentra Niaga Kalimalang Blok B4 No. 19-C Jl. Jend. Ahmad Yani, Kayuringin Jaya, Kabupaten Bekasi, Jawa Barat",Kabupaten Bekasi,Jawa Barat
idn-261,Prima Mika,"Jl. Margonda raya no 339A, Kemiri Muka Beji, Depok, Kota Depok, Jawa Barat",Kota Depok,Jawa Barat
idn-262,Material Test Indo,"Jl. Bapak Ampi, No. 20B/9, Jawa Barat",,Jawa Barat
idn-263,CV. JOANNA MANDIRI PERSADA,"Jl. Jati Kramat Indah II No. 4, Kota Bekasi, Jawa Barat",Kota Bekasi,Jawa Barat
idn-264,CV. Kirana Tiga Bintang,"Jln Gerilya Barat Gang IV Rt7 Rw1 Kelurahan Tanjung Kota Purwokerto Jawa Tengah., Kabupaten Banyumas, Jawa Tengah",Kabupaten Banyumas,Jawa Tengah
idn-265,PT. Economie Mandiri,"Pergudangan Sinar Gedangan E-29 JL. Raya Wedi, Sedati, 61254, Kabupaten Sidoarjo, Jawa Timur",Kabupaten Sidoarjo,Jawa Timur
